timestamp,sensor_id,temp_C,hum_%,TVOC_ppb,eCO2_ppm,PM1_0,PM2_5,PM10
2026-03-19 17:38:18,Sensor2,23.60,21.60,20,400,3,3,3
2026-03-19 17:38:20,Sensor2,23.60,21.60,17,400,3,3,3
2026-03-19 17:38:21,Sensor2,23.60,21.60,16,400,3,4,4
2026-03-19 17:38:21,Sensor2,23.60,21.60,15,400,3,4,4
2026-03-19 17:38:22,Sensor2,23.60,21.60,14,400,4,4,4
2026-03-19 17:38:23,Sensor2,23.60,21.60,15,400,4,4,4
2026-03-19 17:38:24,Sensor2,23.60,21.60,22,400,4,4,4
2026-03-19 17:38:25,Sensor2,23.60,21.60,20,400,4,4,4
2026-03-19 17:38:26,Sensor2,23.60,21.60,23,400,4,4,4
2026-03-19 17:38:27,Sensor2,23.60,21.60,28,400,4,4,4
2026-03-19 17:38:28,Sensor2,23.60,21.60,17,400,4,5,5
2026-03-19 17:38:29,Sensor2,23.60,21.60,27,400,4,5,5
2026-03-19 17:38:30,Sensor2,23.60,21.60,17,400,5,6,6
2026-03-19 17:38:31,Sensor2,23.60,21.60,20,400,5,6,6
2026-03-19 17:38:32,Sensor2,23.60,21.60,20,400,5,6,7
2026-03-19 17:38:33,Sensor2,23.60,21.60,21,400,5,6,7
2026-03-19 17:38:35,Sensor2,23.60,21.60,17,400,5,6,9
2026-03-19 17:38:35,Sensor2,23.60,21.60,25,400,5,6,9
2026-03-19 17:38:36,Sensor2,23.60,21.60,22,400,5,6,9
2026-03-19 17:38:37,Sensor2,23.60,21.60,24,400,5,6,9
2026-03-19 17:38:38,Sensor2,23.60,21.60,22,400,5,6,7
2026-03-19 17:38:39,Sensor2,23.60,21.60,12,400,5,6,7
2026-03-19 17:38:40,Sensor2,23.60,21.50,14,400,5,6,7
2026-03-19 17:38:41,Sensor2,23.60,21.50,14,400,5,6,7
2026-03-19 17:38:42,Sensor2,23.60,21.60,19,400,5,6,7
2026-03-19 17:38:43,Sensor2,23.60,21.60,13,400,5,6,7
2026-03-19 17:38:44,Sensor2,23.60,21.60,5,400,5,5,7
2026-03-19 17:38:45,Sensor2,23.60,21.60,15,400,5,5,7
2026-03-19 17:38:46,Sensor2,23.60,21.50,10,400,4,5,6
2026-03-19 17:38:47,Sensor2,23.60,21.50,8,400,4,5,6
2026-03-19 17:38:48,Sensor2,23.60,21.50,9,400,4,4,5
2026-03-19 17:38:50,Sensor2,23.60,21.50,2,400,3,4,4
2026-03-19 17:38:50,Sensor2,23.60,21.50,1,400,3,3,3
2026-03-19 17:38:51,Sensor2,23.60,21.50,2,400,3,3,3
2026-03-19 17:38:52,Sensor2,23.60,21.50,4,400,3,3,3
2026-03-19 17:38:53,Sensor2,23.60,21.50,1,400,3,3,3
2026-03-19 17:38:54,Sensor2,23.60,21.60,0,400,3,3,3
2026-03-19 17:38:55,Sensor2,23.60,21.60,6,400,3,3,3
2026-03-19 17:38:56,Sensor2,23.60,21.60,4,400,4,4,4
2026-03-19 17:38:57,Sensor2,23.60,21.60,3,400,4,4,4
2026-03-19 17:38:58,Sensor2,23.60,21.50,7,400,4,4,5
2026-03-19 17:38:59,Sensor2,23.60,21.50,2,400,4,4,5
2026-03-19 17:39:00,Sensor2,23.60,21.50,1,400,4,4,5
